eQkpaikka;tili;Kausi;period;eur
5518;54485;2020;10;299,64
5518;54645;2020;10;54,28
5518;54805;2020;10;2679,7
5518;55315;2020;10;1067,3
5518;56315;2020;10;771,3
5518;56325;2020;10;951,5
5518;57005;2020;10;3445,7
5518;57505;2020;10;2929,7
5518;58005;2020;10;1327,48
5518;59005;2020;10;6555,92
5518;60005;2020;10;2015,7
5518;60405;2020;10;504,76
5518;6110;2020;10;-1791,99
5518;61105;2020;10;155,14
5518;6180;2020;10;60
5518;64605;2020;10;1164,16
5518;64625;2020;10;1256,88
5518;65320;2020;10;54,2
5518;65325;2020;10;1264,57
5518;65335;2020;10;648,4
5518;65400;2020;10;209,68
5518;65405;2020;10;1272,42
5518;65415;2020;10;513,25
5518;65505;2020;10;1192,73
5518;65705;2020;10;143,12
5518;67505;2020;10;11094,97
5518;69000;2020;10;1402,5
5519;31023;2020;10;-161176,54
5519;5377;2020;10;43,84
5519;5441;2020;10;108
5519;5800;2020;10;1600
5519;6110;2020;10;-5561,66
5521;31023;2020;10;-52361,44
5521;31093;2020;10;-1857,61
5521;5376;2020;10;117
5521;5377;2020;10;52,74
5521;54310;2020;10;891,46
5521;54330;2020;10;242,33
5521;54410;2020;10;110
5521;55310;2020;10;896,5
5521;56320;2020;10;180
5521;57000;2020;10;1535,08
5521;59000;2020;10;377,56
5521;6110;2020;10;-459,53
5521;61100;2020;10;60,56
5521;65500;2020;10;414,54
5523;1380;2020;10;-1224632,5
5523;13820;2020;10;15491,58
5523;13960;2020;10;17236,46
5523;31020;2020;10;-935,03
5523;31023;2020;10;-232019,95
5523;31093;2020;10;-39012,47
5523;32010;2020;10;-460,53
5523;32060;2020;10;-11756,66
5523;32190;2020;10;-1072,4
5523;53310;2020;10;11931
5523;53711;2020;10;59,64
5523;5376;2020;10;587
5523;5377;2020;10;77,01
5523;53830;2020;10;51801,13
5523;53831;2020;10;796
5523;54310;2020;10;5481
5523;54330;2020;10;1093,54
5523;54410;2020;10;4850,85
5523;54470;2020;10;1875
5523;54500;2020;10;77,55
5523;54640;2020;10;154,53
5523;54800;2020;10;871,77
5523;55310;2020;10;3451
5523;55320;2020;10;2380,78
5523;56310;2020;10;4187,7
5523;56320;2020;10;656
5523;56460;2020;10;71,48
5523;56800;2020;10;1534,27
5523;57000;2020;10;7272,43
5523;58000;2020;10;3108,4
5523;59000;2020;10;37575,72
5523;60000;2020;10;2608,37
5523;60400;2020;10;1330
5523;6110;2020;10;-2451,67
5523;61100;2020;10;352,72
5523;64600;2020;10;137,7
5523;64620;2020;10;2302
5523;65320;2020;10;206,31
5523;65330;2020;10;338,45
5523;65410;2020;10;4489,79
5523;65500;2020;10;6018,31
5523;65700;2020;10;483,6
5523;65720;2020;10;255,73
5523;6611;2020;10;-4660,79
5523;6750;2020;10;4690
5523;67500;2020;10;53042,5
5523;80224;2020;10;-8,32
5523;8028;2020;10;-138,59
