eQkpaikka;tili;Kausi;period;eur
1127;6110;2020;10;-10,97
1128;31023;2020;10;-20263,91
1128;5331;2020;10;1160,64
1128;5377;2020;10;45,42
1128;6110;2020;10;-0,57
1129;31023;2020;10;-22114,8
1129;32193;2020;10;-153,41
1129;5331;2020;10;1160,64
1129;5377;2020;10;45,42
1129;6110;2020;10;32,58
1129;6211;2020;10;2147,6
1130;31023;2020;10;-10568,24
1130;32193;2020;10;-153,41
1130;5331;2020;10;1160,64
1130;5377;2020;10;45,42
1130;6110;2020;10;56,67
1131;13820;2020;10;130408
1131;31023;2020;10;-106018
1131;31093;2020;10;-86682,5
1131;32190;2020;10;-24,96
1131;34193;2020;10;-22055,89
1131;53310;2020;10;6150
1131;5377;2020;10;66,88
1131;53780;2020;10;17,06
1131;54300;2020;10;9663,33
1131;54330;2020;10;894,32
1131;54410;2020;10;2193,75
1131;54450;2020;10;4428,11
1131;54490;2020;10;2440,9
1131;54500;2020;10;141,25
1131;54530;2020;10;4086,83
1131;5464;2020;10;10,89
1131;54640;2020;10;445,28
1131;54800;2020;10;129,93
1131;55310;2020;10;2683,98
1131;55320;2020;10;88
1131;56310;2020;10;9549,27
1131;56320;2020;10;880,06
1131;56460;2020;10;288,2
1131;56800;2020;10;653,5
1131;57000;2020;10;4003,48
1131;58000;2020;10;1120,8
1131;59000;2020;10;10881,29
1131;60000;2020;10;324,49
1131;60400;2020;10;5,15
1131;6110;2020;10;-1682,75
1131;64620;2020;10;3554,66
1131;65320;2020;10;308,2
1131;65400;2020;10;9155,61
1131;65410;2020;10;7716,53
1131;65500;2020;10;730,31
1131;67500;2020;10;165
1131;80224;2020;10;-10,96
1131;8028;2020;10;-1,18
1132;13825;2020;10;78015,63
1132;31023;2020;10;-95137,65
1132;31043;2020;10;-1317,28
1132;31083;2020;10;-2000
1132;31093;2020;10;-2913,86
1132;34193;2020;10;-6630,26
1132;53315;2020;10;4036,83
1132;5360;2020;10;36103,51
1132;5376;2020;10;2956,16
1132;5377;2020;10;62,63
1132;5379;2020;10;2,95
1132;54315;2020;10;2525,71
1132;54335;2020;10;74,51
1132;54485;2020;10;442,57
1132;54505;2020;10;27,78
1132;54805;2020;10;160,95
1132;56325;2020;10;68,75
1132;56465;2020;10;447,74
1132;56805;2020;10;34,56
1132;57005;2020;10;2803,64
1132;58005;2020;10;1248,26
1132;59005;2020;10;1520,93
1132;60005;2020;10;3636,75
1132;6110;2020;10;78,56
1132;61105;2020;10;157,06
1132;6180;2020;10;-354,79
1132;64620;2020;10;59,68
1132;65325;2020;10;167,05
1132;65415;2020;10;270,05
1132;6550;2020;10;2347,51
1133;31023;2020;10;-202921,08
1133;31033;2020;10;-29717,68
1133;31043;2020;10;-412,72
1133;31080;2020;10;-8806,93
1133;31093;2020;10;-86052,36
1133;32010;2020;10;-13618,94
1133;32060;2020;10;-21925,17
1133;32190;2020;10;-81,19
1133;34193;2020;10;-2766,42
1133;53310;2020;10;7866
1133;5377;2020;10;57,08
1133;5389;2020;10;35
1133;54300;2020;10;11217,72
1133;54310;2020;10;2410,28
1133;54330;2020;10;1839,66
1133;54410;2020;10;4564,34
1133;54430;2020;10;730,8
1133;54450;2020;10;650
1133;54470;2020;10;3922,5
1133;54490;2020;10;609
1133;54500;2020;10;307,01
1133;54530;2020;10;741,33
1133;54640;2020;10;1466,4
1133;54800;2020;10;1434,13
1133;54910;2020;10;39,84
1133;55315;2020;10;877,5
1133;56310;2020;10;2435
1133;56460;2020;10;215,36
1133;56800;2020;10;609,06
1133;57000;2020;10;5121,89
1133;58000;2020;10;2631,65
1133;59000;2020;10;22004,52
1133;60000;2020;10;4042,08
1133;60800;2020;10;6261,81
1133;6110;2020;10;-3269,12
1133;62220;2020;10;101,61
1133;64620;2020;10;556,22
1133;64700;2020;10;234,93
1133;65320;2020;10;799,51
1133;65400;2020;10;193,26
1133;65410;2020;10;154
1133;65500;2020;10;1112,42
1133;65700;2020;10;700
1133;6611;2020;10;-11962,37
1133;67500;2020;10;24141,55
1133;8700;2020;10;0,27
1134;31023;2020;10;-20193,52
1134;31093;2020;10;-7774,89
1134;32063;2020;10;-474,8
1134;6230;2020;10;7038,93
1136;31023;2020;10;-60540,16
1136;31093;2020;10;-17903,33
1136;53310;2020;10;3960
1136;5377;2020;10;57,84
1136;54310;2020;10;544
1136;54330;2020;10;70
1136;54410;2020;10;823,61
1136;54480;2020;10;340
1136;54500;2020;10;211,32
1136;54530;2020;10;284,76
1136;54640;2020;10;246,7
1136;56310;2020;10;860
1136;56460;2020;10;51,36
1136;57000;2020;10;5133,05
1136;58000;2020;10;1430,63
1136;60000;2020;10;521,55
1136;6110;2020;10;-584,3
1136;64700;2020;10;110
1136;65320;2020;10;69
1136;65460;2020;10;2081,67
1136;65500;2020;10;438,29
1136;65720;2020;10;346,5
1136;8028;2020;10;-90,55
1136;8780;2020;10;14450
1137;31023;2020;10;-40094,57
1137;31033;2020;10;-13432,61
1137;31043;2020;10;-3275,27
1137;31083;2020;10;-2985,92
1137;32013;2020;10;-65
1137;32080;2020;10;-396
1137;34193;2020;10;-15370
1137;5377;2020;10;60,07
1137;54335;2020;10;1252,75
1137;54415;2020;10;202,54
1137;54435;2020;10;180,51
1137;54485;2020;10;136,45
1137;54505;2020;10;28,44
1137;54645;2020;10;125,1
1137;55315;2020;10;679,81
1137;56315;2020;10;569,96
1137;56465;2020;10;23,43
1137;57005;2020;10;2746,75
1137;58005;2020;10;933,25
1137;59005;2020;10;2256,33
1137;6110;2020;10;-990,81
1137;6300;2020;10;527,68
1137;64625;2020;10;199,1
1137;65315;2020;10;363
1137;65325;2020;10;713,75
1137;65335;2020;10;1836,36
1137;65415;2020;10;989,52
1138;13820;2020;10;770
1138;31023;2020;10;-58839,53
1138;31093;2020;10;-20551
1138;34193;2020;10;-1898,8
1138;53320;2020;10;10417,68
1138;5377;2020;10;59,83
1138;54310;2020;10;532,51
1138;54410;2020;10;1019,37
1138;54480;2020;10;337,74
1138;54530;2020;10;731,2
1138;54640;2020;10;539,4
1138;55310;2020;10;512,91
1138;57000;2020;10;1743,66
1138;58000;2020;10;160,64
1138;59000;2020;10;4544,75
1138;60000;2020;10;137,69
1138;6110;2020;10;-218,67
1138;64620;2020;10;125,69
1138;65410;2020;10;142,76
1138;65460;2020;10;583,9
1138;65500;2020;10;264,75
1138;65700;2020;10;1387
1138;67500;2020;10;18988,39
1139;31023;2020;10;-26086,84
1139;5331;2020;10;1160,64
1139;5377;2020;10;43,93
1139;6110;2020;10;-133,86
1139;6550;2020;10;4885,6
1139;65500;2020;10;-4885,6
1140;31023;2020;10;-19994,56
1140;5331;2020;10;1160,64
1140;5377;2020;10;43,84
1140;6110;2020;10;-117,24
1141;13820;2020;10;5618,78
